"","V1"
"國留",1
"國發",1
"國看",1
"國納",1
"國要",1
"國通",1
"國道",1
"國那",1
"國難",1
"圍人",1
"圍給",1
"園但",1
"園可",1
"園必",1
"園惹",1
"園散",1
"園的",1
"園裡",1
"園都",1
"園金",1
"圓圓",1
"圓滑",1
"圓被",1
"圖軟",1
"團圓",1
"團團",1
"土地",1
"在2",1
"在3",1
"在P",1
"在S",1
"在三",1
"在下",1
"在並",1
"在亂",1
"在了",1
"在二",1
"在享",1
"在付",1
"在以",1
"在但",1
"在依",1
"在借",1
"在催",1
"在傳",1
"在像",1
"在公",1
"在其",1
"在分",1
"在前",1
"在包",1
"在南",1
"在卡",1
"在卻",1
"在另",1
"在可",1
"在吃",1
"在各",1
"在和",1
"在哪",1
"在喊",1
"在噓",1
"在嘲",1
"在嘴",1
"在因",1
"在在",1
"在地",1
"在填",1
"在增",1
"在墮",1
"在士",1
"在多",1
"在大",1
"在天",1
"在奈",1
"在她",1
"在婚",1
"在定",1
"在實",1
"在對",1
"在小",1
"在已",1
"在帶",1
"在幫",1
"在年",1
"在幹",1
"在廣",1
"在往",1
"在復",1
"在忙",1
"在快",1
"在念",1
"在成",1
"在所",1
"在手",1
"在打",1
"在抓",1
"在抱",1
"在拚",1
"在拿",1
"在捷",1
"在換",1
"在新",1
"在於",1
"在晚",1
"在暗",1
"在會",1
"在月",1
"在未",1
"在東",1
"在板",1
"在樓",1
"在檢",1
"在歌",1
"在水",1
"在流",1
"在浪",1
"在滑",1
"在為",1
"在然",1
"在照",1
"在燒",1
"在爺",1
"在狀",1
"在現",1
"在環",1
"在產",1
"在當",1
"在發",1
"在白",1
"在盧",1
"在看",1
"在睡",1
"在石",1
"在碎",1
"在社",1
"在禮",1
"在空",1
"在穿",1
"在紙",1
"在結",1
"在統",1
"在經",1
"在罵",1
"在聊",1
"在臉",1
"在衝",1
"在裝",1
"在褲",1
"在覺",1
"在角",1
"在討",1
"在訪",1
"在調",1
"在談",1
"在講",1
"在買",1
"在越",1
"在連",1
"在適",1
"在鄭",1
"在醫",1
"在重",1
"在金",1
"在鐵",1
"在隔",1
"在雖",1
"在飲",1
"在餵",1
"在體",1
"地上",1
"地去",1
"地寫",1
"地我",1
"地拒",1
"地是",1
"地機",1
"地檢",1
"地步",1
"地滿",1
"地產",1
"地這",1
"地陪",1
"地雷",1
"圾想",1
"圾才",1
"圾老",1
"址5",1
"均最",1
"均壽",1
"均每",1
"均衡",1
"坐不",1
"坐他",1
"坐大",1
"坐的",1
"坦講",1
"坪數",1
"型手",1
"型社",1
"型窮",1
"垮褲",1
"城武",1
"埋怨",1
"域發",1
"執想",1
"培你",1
"培對",1
"基礎",1
"堂內",1
"堂姐",1
"堂就",1
"堆8",1
"堆不",1
"堆亂",1
"堆加",1
"堆匪",1
"堆問",1
"堆存",1
"堆家",1
"堆小",1
"堆有",1
"堆死",1
"堆活",1
"堆無",1
"堆爭",1
"堆畫",1
"堆細",1
"堆美",1
"堆習",1
"堆補",1
"堆講",1
"堆資",1
"堆麻",1
"堪憂",1
"堪稱",1
"報仇",1
"報應",1
"報然",1
"報自",1
"場去",1
"場及",1
"場合",1
"場就",1
"場後",1
"場所",1
"場接",1
"場是",1
"場更",1
"場生",1
"場的",1
"塊一",1
"塊也",1
"塊土",1
"塊差",1
"塑膠",1
"塞不",1
"塞回",1
"填鴨",1
"塵否",1
"境不",1
"境使",1
"境動",1
"境和",1
"境基",1
"境太",1
"境好",1
"境影",1
"境普",1
"境能",1
"境裡",1
"境跟",1
"境較",1
"境逐",1
"境錢",1
"增大",1
"增現",1
"增肥",1
"增進",1
"增長",1
"壁一",1
"壁會",1
"壁桌",1
"壁的",1
"壁窮",1
"壓性",1
"壓抑",1
"壓榨",1
"壓的",1
"壓高",1
"壞也",1
"壞了",1
"壞事",1
"壞因",1
"壞掉",1
"壞男",1
"壞處",1
"士山",1
"士急",1
"士林",1
"士美",1
"士至",1
"士車",1
"壽為",1
"壽生",1
"壽金",1
"外，",1
"外人",1
"外借",1
"外傭",1
"外公",1
"外加",1
"外可",1
"外唸",1
"外商",1
"外在",1
"外大",1
"外套",1
"外婆",1
"外對",1
"外想",1
"外懷",1
"外我",1
"外找",1
"外教",1
"外旅",1
"外日",1
"外有",1
"外根",1
"外生",1
"外留",1
"外話",1
"外跑",1
"外還",1
"外都",1
"多2",1
"多久",1
"多也",1
"多二",1
"多五",1
"多以",1
"多但",1
"多作",1
"多個",1
"多假",1
"多做",1
"多再",1
"多最",1
"多出",1
"多加",1
"多即",1
"多取",1
"多只",1
"多吞",1
"多吧",1
"多呢",1
"多哪",1
"多四",1
"多地",1
"多垃",1
"多太",1
"多夾",1
"多奶",1
"多姿",1
"多婚",1
"多媽",1
"多孕",1
"多孩",1
"多專",1
"多對",1
"多小",1
"多幼",1
"多幾",1
"多底",1
"多快",1
"多抱",1
"多掉",1
"多收",1
"多改",1
"多日",1
"多是",1
"多朋",1
"多案",1
"多機",1
"多沒",1
"多活",1
"多深",1
"多漂",1
"多無",1
"多爛",1
"多爽",1
"多男",1
"多看",1
"多社",1
"多簡",1
"多經",1
"多缺",1
"多而",1
"多聽",1
"多處",1
"多蠻",1
"多買",1
"多賺",1
"多辛",1
"多送",1
"多連",1
"多遇",1
"多遺",1
"多都",1
"多采",1
"多金",1
"多開",1
"多限",1
"多需",1
"多風",1
"多養",1
"多餘",1
"多高",1
"夜1",1
"夜今",1
"夜晚",1
"夜發",1
"夜睡",1
"夠不",1
"夠了",1
"夠任",1
"夠來",1
"夠其",1
"夠努",1
"夠友",1
"夠因",1
"夠多",1
"夠想",1
"夠才",1
"夠改",1
"夠更",1
"夠沒",1
"夠照",1
"夠爽",1
"夠環",1
"夠符",1
"夠給",1
"夠自",1
"夠讓",1
"夠那",1
"夠靠",1
"大5",1
"大下",1
"大也",1
"大事",1
"大但",1
"大個",1
"大其",1
"大剛",1
"大升",1
"大原",1
"大反",1
"大只",1
"大叫",1
"大吃",1
"大吵",1
"大呢",1
"大唸",1
"大問",1
"大國",1
"大地",1
"大大",1
"大失",1
"大好",1
"大如",1
"大姐",1
"大安",1
"大帶",1
"大幅",1
"大幾",1
"大想",1
"大成",1
"大我",1
"大或",1
"大所",1
"大打",1
"大把",1
"大抵",1
"大撒",1
"大擔",1
"大改",1
"大放",1
"大方",1
"大會",1
"大有",1
"大樂",1
"大男",1
"大直",1
"大真",1
"大笑",1
"大自",1
"大草",1
"大虫",1
"大討",1
"大那",1
"大醫",1
"大錢",1
"大錯",1
"大關",1
"大阿",1
"大雖",1
"大餐",1
"大高",1
"大魔",1
"大魚",1
"大鳴",1
"天七",1
"天上",1
"天他",1
"天低",1
"天你",1
"天使",1
"天兩",1
"天去",1
"天同",1
"天呀",1
"天和",1
"天問",1
"天回",1
"天堂",1
"天好",1
"天它",1
"天幫",1
"天幾",1
"天念",1
"天把",1
"天擔",1
"天文",1
"天沒",1
"天版",1
"天疾",1
"天真",1
"天睡",1
"天而",1
"天腎",1
"天花",1
"天被",1
"天討",1
"天讓",1
"天賦",1
"天躊",1
"天送",1
"天途",1
"天過",1
"天閒",1
"天需",1
"天體",1
"太低",1
"太偉",1
"太偏",1
"太傳",1
"太在",1
"太基",1
"太夠",1
"太天",1
"太小",1
"太平",1
"太年",1
"太忙",1
"太恐",1
"太挑",1
"太是",1
"太極",1
"太清",1
"太爛",1
"太累",1
"太老",1
"太貴",1
"太起",1
"太過",1
"太長",1
"夫或",1
"夫期",1
"夭不",1
"央大",1
"失X",1
"失億",1
"失創",1
"失所",1
"失效",1
"失智",1
"失朋",1
"失的",1
"失落",1
"失速",1
"夾雜",1
"奇一",1
"奇下",1
"奇其",1
"奇如",1
"奇妙",1
"奇婚",1
"奇懷",1
"奇東",1
"奇的",1
"奇葩",1
"奇蹟",1
"奈何",1
"奈的",1
"奈等",1
"奉養",1
"奔而",1
"奔離",1
"套不",1
"套制",1
"套和",1
"套無",1
"套爽",1
"奢入",1
"奢求",1
"女2",1
"女中",1
"女了",1
"女交",1
"女伴",1
"女但",1
"女你",1
"女像",1
"女口",1
"女在",1
"女增",1
"女夢",1
"女對",1
"女工",1
"女我",1
"女找",1
"女教",1
"女每",1
"女沒",1
"女版",1
"女當",1
"女神",1
"女結",1
"女衣",1
"女遊",1
"女間",1
"奴才",1
"奶媽",1
"奶孩",1
"奶洗",1
"奶爸",1
"奶粉",1
"她3",1
"她b",1
"她三",1
"她上",1
"她不",1
"她低",1
"她值",1
"她先",1
"她最",1
"她只",1
"她和",1
"她在",1
"她坐",1
"她好",1
"她姪",1
"她學",1
"她完",1
"她希",1
"她幫",1
"她往",1
"她得",1
"她感",1
"她我",1
"她戳",1
"她期",1
"她本",1
"她每",1
"她沒",1
"她注",1
"她現",1
"她男",1
"她畢",1
"她睡",1
"她穿",1
"她耳",1
"她耽",1
"她舉",1
"她要",1
"她覺",1
"她都",1
"她長",1
"她零",1
"好2",1
"好X",1
"好久",1
"好享",1
"好你",1
"好佩",1
"好便",1
"好做",1
"好備",1
"好勇",1
"好勉",1
"好厲",1
"好又",1
"好吧",1
"好啦",1
"好善",1
"好喔",1
"好壞",1
"好多",1
"好女",1
"好媽",1
"好學",1
"好安",1
"好寫",1
"好常",1
"好幫",1
"好年",1
"好從",1
"好心",1
"好怎",1
"好想",1
"好或",1
"好房",1
"好所",1
"好才",1
"好擔",1
"好故",1
"好散",1
"好新",1
"好日",1
"好會",1
"好朋",1
"好桃",1
"好榜",1
"好歹",1
"好母",1
"好滿",1
"好照",1
"好玩",1
"好畢",1
"好發",1
"好睡",1
"好硬",1
"好穿",1
"好窮",1
"好筍",1
"好結",1
"好經",1
"好總",1
"好羨",1
"好而",1
"好聊",1
"好聚",1
"好觀",1
"好討",1
"好說",1
"好請",1
"好講",1
"好跟",1
"好輪",1
"好轉",1
"好辦",1
"好遙",1
"好醫",1
"好阿",1
"好陪",1
"好陰",1
"好雖",1
"好頭",1
"好香",1
"好高",1
"好麻",1
"好默",1
"好齋",1
"如S",1
"如上",1
"如乾",1
"如今",1
"如伍",1
"如你",1
"如其",1
"如分",1
"如台",1
"如國",1
"如懷",1
"如把",1
"如拿",1
"如昆",1
"如死",1
"如海",1
"如然",1
"如爸",1
"如牛",1
"如生",1
"如認",1
"如說",1
"如責",1
"如養",1
"妃一",1
"妊娠",1
"妒的",1
"妙對",1
"妙就",1
"妝品",1
"妥等",1
"妨不",1
"妨聽",1
"妳1",1
"妳一",1
"妳了",1
"妳們",1
"妳喜",1
"妳多",1
"妳好",1
"妳家",1
"妳對",1
"妳會",1
"妳永",1
"妳物",1
"妳特",1
"妳現",1
"妳若",1
"妳越",1
"妳這",1
"妹們",1
"妹全",1
"妹又",1
"妹和",1
"妹妹",1
"妹帥",1
"妹很",1
"妹是",1
"妹有",1
"妹生",1
"妹的",1
"妹真",1
"妹能",1
"妹計",1
"妹錢",1
"妻一",1
"妻不",1
"妻也",1
"妻倆",1
"妻們",1
"妻制",1
"妻名",1
"妻問",1
"妻因",1
"妻已",1
"妻年",1
"妻幾",1
"妻或",1
"妻然",1
"妻生",1
"妻由",1
"妻總",1
"妻裡",1
"妻談",1
"妻這",1
"妻都",1
"姆以",1
"姆廠",1
"姆要",1
"姊3",1
"姊妹",1
"姊帶",1
"始上",1
"始不",1
"始了",1
"始你",1
"始先",1
"始剛",1
"始在",1
"始執",1
"始大",1
"始思",1
"始慢",1
"始拚",1
"始接",1
"始會",1
"始流",1
"始為",1
"始終",1
"始缺",1
"始考",1
"始而",1
"始能",1
"始被",1
"始規",1
"始變",1
"始貧",1
"始跑",1
"始那",1
"始需",1
"始顧",1
"始養",1
"姐三",1
"姐二",1
"姐堂",1
"姐夫",1
"姐妹",1
"姐根",1
"姐為",1
"姐生",1
"姐結",1
"姐聽",1
"姐要",1
"姐隔",1
"姑他",1
"姑們",1
"姑家",1
"姑希",1
"姨吧",1
"姨陪",1
"姻不",1
"姻又",1
"姻品",1
"姻壓",1
"姻孩",1
"姻感",1
"姻時",1
"姻更",1
"姻板",1
"姻版",1
"姻生",1
"姻能",1
"姻蔚",1
"姻要",1
"姻關",1
"姿但",1
"娘也",1
"娘又",1
"娘家",1
"娘逃",1
"娘還",1
"娘竟",1
"娛必",1
"娠紋",1
"娶了",1
"娶妻",1
"婆一",1
"婆了",1
"婆個",1
"婆副",1
"婆受",1
"婆嚇",1
"婆愛",1
"婆或",1
"婆湯",1
"婆照",1
"婆生",1
"婆雙",1
"婆非",1
"婚6",1
"婚C",1
"婚二",1
"婚五",1
"婚以",1
"婚催",1
"婚傳",1
"婚先",1
"婚典",1
"婚別",1
"婚到",1
"婚剛",1
"婚原",1
"婚又",1
"婚友",1
"婚只",1
"婚周",1
"婚問",1
"婚啥",1
"婚嗎",1
"婚大",1
"婚女",1
"婚她",1
"婚婚",1
"婚幸",1
"婚幹",1
"婚形",1
"婚很",1
"婚快",1
"婚應",1
"婚成",1
"婚我",1
"婚或",1
"婚才",1
"婚找",1
"婚放",1
"婚有",1
"婚為",1
"婚現",1
"婚理",1
"婚甚",1
"婚等",1
"婚紗",1
"婚絕",1
"婚考",1
"婚自",1
"婚與",1
"婚若",1
"婚買",1
"婚走",1
"婚跟",1
"婚辭",1
"婚通",1
"婚那",1
"婚雖",1
"婦以",1
"婦們",1
"婦啦",1
"婦孕",1
"婦就",1
"婦工",1
"婦產",1
"婦的",1
"婦避",1
"婦風",1
"媒信",1
"媒編",1
"媛網",1
"媽不",1
"媽也",1
"媽付",1
"媽但",1
"媽們",1
"媽倒",1
"媽又",1
"媽只",1
"媽告",1
"媽因",1
"媽圈",1
"媽外",1
"媽大",1
"媽好",1
"媽如",1
"媽寶",1
"媽帶",1
"媽幫",1
"媽想",1
"媽手",1
"媽抱",1
"媽拿",1
"媽未",1
"媽比",1
"媽牽",1
"媽生",1
"媽留",1
"媽真",1
"媽給",1
"媽經",1
"媽這",1
"媽還",1
"媽那",1
"媽都",1
"媽錢",1
"媽長",1
"媽非",1
"嫁啊",1
"嫉妒",1
"嫌棄",1
"嫩妻",1
"嬉鬧",1
"嬌妻",1
"嬤保",1
"嬰孩",1
"嬰就",1
"嬸叔",1
"嬸嬸",1
"子，",1
"子9",1
"子三",1
"子下",1
"子且",1
"子之",1
"子了",1
"子二",1
"子什",1
"子似",1
"子但",1
"子停",1
"子傳",1
"子先",1
"子內",1
"子全",1
"子兩",1
"子原",1
"子反",1
"子受",1
"子台",1
"子同",1
"子吸",1
"子和",1
"子單",1
"子外",1
"子她",1
"子媳",1
"子學",1
"子家",1
"子尤",1
"子幼",1
"子庸",1
"子後",1
"子必",1
"子應",1
"子才",1
"子打",1
"子把",1
"子搞",1
"子敗",1
"子本",1
"子比",1
"子減",1
"子為",1
"子然",1
"子照",1
"子犧",1
"子真",1
"子突",1
"子等",1
"子結",1
"子絕",1
"子綁",1
"子經",1
"子總",1
"子而",1
"子花",1
"子裝",1
"子裡",1
"子要",1
"子誰",1
"子變",1
"子賺",1
"子走",1
"子輕",1
"子輩",1
"子過",1
"子那",1
"子鍋",1
"子鎖",1
"子長",1
"子雞",1
"孕不",1
"孕最",1
"孕和",1
"孕大",1
"孕就",1
"孕後",1
"孕所",1
"孕真",1
"孕育",1
"孕證",1
"字子",1
"字某",1
"字變",1
"字這",1
"字養",1
"存4",1
"存下",1
"存不",1
"存好",1
"存摺",1
"存期",1
"存比",1
"存要",1
"存起",1
"存點",1
"孝的",1
"孟婆",1
"季到",1
"孤僻",1
"孩。",1
"孩<",1
"孩2",1
"孩3",1
"孩５",1
"孩X",1
"孩乾",1
"孩人",1
"孩仇",1
"孩付",1
"孩例",1
"孩做",1
"孩充",1
"孩光",1
"孩全",1
"孩再",1
"孩凍",1
"孩前",1
"孩勒",1
"孩勢",1
"孩半",1
"孩即",1
"孩原",1
"孩去",1
"孩叛",1
"孩叫",1
"孩吃",1
"孩呀",1
"孩哈",1
"孩哭",1
"孩嗨",1
"孩壓",1
"孩失",1
"孩奉",1
"孩婆",1
"孩婚",1
"孩媽",1
"孩寫",1
"孩將",1
"孩導",1
"孩已",1
"孩希",1
"孩年",1
"孩幸",1
"孩幾",1
"孩快",1
"孩怕",1
"孩悶",1
"孩想",1
"孩感",1
"孩成",1
"孩或",1
"孩戰",1
"孩扶",1
"孩找",1
"孩把",1
"孩折",1
"孩抬",1
"孩拉",1
"孩拔",1
"孩摧",1
"孩撿",1
"孩放",1
"孩文",1
"孩時",1
"孩更",1
"孩概",1
"孩歲",1
"孩氣",1
"孩法",1
"孩派",1
"孩滿",1
"孩為",1
"孩然",1
"孩照",1
"孩煩",1
"孩特",1
"孩牽",1
"孩獨",1
"孩理",1
"孩男",1
"孩畢",1
"孩目",1
"孩瞬",1
"孩知",1
"孩私",1
"孩累",1
"孩繼",1
"孩老",1
"孩肥",1
"孩肯",1
"孩至",1
"孩若",1
"孩衣",1
"孩覺",1
"孩解",1
"孩該",1
"孩認",1
"孩調",1
"孩諸",1
"孩講",1
"孩謝",1
"孩讓",1
"孩負",1
"孩費",1
"孩走",1
"孩超",1
"孩近",1
"孩造",1
"孩雖",1
"孩需",1
"孩青",1
"孩非",1
"孩竟",1
"孩骨",1
"孩點",1
"孫x",1
"孫升",1
"孫的",1
"孫連",1
"學不",1
"學也",1
"學交",1
"學什",1
"學但",1
"學到",1
"學區",1
"學去",1
"學台",1
"學同",1
"學嘲",1
"學天",1
"學子",1
"學就",1
"學店",1
"學得",1
"學必",1
"學成",1
"學才",1
"學擔",1
"學整",1
"學會",1
"學有",1
"學期",1
"學業",1
"學沒",1
"學然",1
"學神",1
"學等",1
"學繪",1
"學老",1
"學色",1
"學貸",1
"學賓",1
"學送",1
"學過",1
"學那",1
"學高",1
"孽的",1
"它們",1
"它對",1
"它時",1
"它還",1
"宅有",1
"守就",1
"安全",1
"安區",1
"安定",1
"安就",1
"安理",1
"安穩",1
"安藯",1
"安養",1
"完2",1
"完X",1
"完作",1
"完再",1
"完啦",1
"完大",1
"完很",1
"完後",1
"完想",1
"完我",1
"完死",1
"完留",1
"完的",1
"完睡",1
"完確",1
"完老",1
"完自",1
"完要",1
"完還",1
"完那",1
"宗教",1
"官刺",1
"官員",1
"官捐",1
"官給",1
"定，",1
"定(",1
"定主",1
"定五",1
"定人",1
"定他",1
"定但",1
"定價",1
"定六",1
"定呢",1
"定啦",1
"定喜",1
"定單",1
"定如",1
"定存",1
"定寫",1
"定居",1
"定工",1
"定年",1
"定志",1
"定性",1
"定房",1
"定所",1
"定找",1
"定收",1
"定整",1
"定期",1
"定歹",1
"定比",1
"定決",1
"定算",1
"定育",1
"定能",1
"定被",1
"定覺",1
"定訓",1
"定讓",1
"定還",1
"定點",1
"宜呀",1
"客付",1
"客族",1
"客跟",1
"宣告",1
"宣布",1
"宣誓",1
"室同",1
"室家",1
"宮廷",1
"宮縮",1
"害了",1
"害他",1
"害你",1
"害另",1
"害可",1
"害如",1
"害妳",1
"害根",1
"害的",1
"宴客",1
"家一",1
"家三",1
"家之",1
"家也",1
"家什",1
"家你",1
"家最",1
"家到",1
"家剛",1
"家十",1
"家吃",1
"家困",1
"家壓",1
"家媽",1
"家子",1
"家富",1
"家屬",1
"家希",1
"家幫",1
"家平",1
"家幸",1
"家底",1
"家待",1
"家想",1
"家應",1
"家扶",1
"家指",1
"家挑",1
"家暴",1
"家板",1
"家業",1
"家水",1
"家甚",1
"家生",1
"家畜",1
"家疼",1
"家看",1
"家真",1
"家破",1
"家第",1
"家管",1
"家總",1
"家罵",1
"家花",1
"家被",1
"家計",1
"家討",1
"家認",1
"家越",1
"家逗",1
"家這",1
"家過",1
"家電",1
"家竟",1
"家顧",1
"家飽",1
"容不",1
"容寫",1
"容度",1
"容很",1
"容忍",1
"容我",1
"容於",1
"容當",1
"容的",1
"容跟",1
"容都",1
"宿學",1
"宿街",1
"寂莫",1
"寄宿",1
"寄託",1
"密，",1
"密一",1
"密的",1
"富2",1
"富帥",1
"富有",1
"寒暑",1
"寓更",1
"寞生",1
"寞的",1
"察了",1
"察她",1
"察消",1
"實上",1
"實世",1
"實之",1
"實了",1
"實交",1
"實依",1
"實利",1
"實力",1
"實可",1
"實回",1
"實大",1
"實就",1
"實愉",1
"實應",1
"實施",1
"實旁",1
"實有",1
"實本",1
"實比",1
"實為",1
"實生",1
"實當",1
"實看",1
"實窮",1
"實結",1
"實而",1
"實花",1
"實覺",1
"實讓",1
"實踐",1
"實遠",1
"實都",1
"實錢",1
"實面",1
"實鼓",1
"實齋",1
"寫作",1
"寫在",1
"寫得",1
"寫書",1
"寫照",1
"寫著",1
"寫誰",1
"寫道",1
"寬你",1
"寬廣",1
"寬的",1
"寬鬆",1
"寵之",1
"寵小",1
"寵愛",1
"寵溺",1
"寶不",1
"寶來",1
"寶假",1
"寶媽",1
"寶帶",1
"寶沒",1
"寶貴",1
"寶過",1
"將佔",1
"將會",1
"將要",1
"將近",1
"專家",1
"專注",1
"尊的",1
"尊貴",1
"尋如",1
"尋找",1
"尋的",1
"對一",1
"對主",1
"對人",1
"對什",1
"對以",1
"對你",1
"對來",1
"對傳",1
"對只",1
"對可",1
"對同",1
"對單",1
"對夫",1
"對她",1
"對孕",1
"對客",1
"對家",1
"對寵",1
"對對",1
"對很",1
"對情",1
"對懷",1
"對成",1
"對推",1
"對擁",1
"對擇",1
"對教",1
"對是",1
"對有",1
"對未",1
"對條",1
"對比",1
"對父",1
"對爸",1
"對牢",1
"對玻",1
"對現",1
"對生",1
"對穩",1
"對策",1
"對育",1
"對至",1
"對臺",1
"對貧",1
"對這",1
"對錯",1
"對養",1
"導4",1
"導一",1
"導單",1
"導說",1
"導養",1
"小七",1
"小便",1
"小公",1
"小最",1
"小冤",1
"小叮",1
"小吃",1
"小坪",1
"小基",1
"小姑",1
"小就",1
"小屋",1
"小常",1
"小年",1
"小很",1
"小感",1
"小我",1
"小模",1
"小玩",1
"小男",1
"小白",1
"小突",1
"小筆",1
"小給",1
"小聯",1
"小聲",1
"小苦",1
"小菊",1
"小虫",1
"小辛",1
"小還",1
"小願",1
"小魚",1
"少5",1
"少不",1
"少但",1
"少你",1
"少來",1
"少做",1
"少兩",1
"少兵",1
"少出",1
"少分",1
"少受",1
"少呢",1
"少在",1
"少安",1
"少小",1
"少工",1
"少我",1
"少或",1
"少才",1
"少每",1
"少爭",1
"少生",1
"少男",1
"少留",1
"少目",1
"少看",1
"少真",1
"少種",1
"少結",1
"少繳",1
"少而",1
"少聯",1
"少能",1
"少要",1
"少見",1
"少負",1
"少賀",1
"少賺",1
"少跟",1
"少過",1
"少開",1
"尖高",1
"就，",1
"就3",1
"就4",1
"就上",1
"就丟",1
"就乾",1
"就代",1
"就做",1
"就停",1
"就偷",1
"就全",1
"就兩",1
"就又",1
"就取",1
"就受",1
"就台",1
"就同",1
"就啦",1
"就喜",1
"就回",1
"就在",1
"就婚",1
"就學",1
"就害",1
"就寫",1
"就希",1
"就幹",1
"就得",1
"就必",1
"就悶",1
"就找",1
"就拿",1
"就挺",1
"就捐",1
"就換",1
"就撂",1
"就擺",1
"就斷",1
"就更",1
"就業",1
"就正",1
"就死",1
"就比",1
"就混",1
"就滅",1
"就漏",1
"就為",1
"就煩",1
"就現",1
"就瘋",1
"就看",1
"就確",1
"就種",1
"就穩",1
"就空",1
"就穿",1
"就立",1
"就笑",1
"就等",1
"就肯",1
"就至",1
"就解",1
"就誕",1
"就請",1
"就講",1
"就變",1
"就貼",1
"就走",1
"就轉",1
"就選",1
"就錢",1
"就錯",1
"就關",1
"就離",1
"就順",1
"就類",1
"就髒",1
"就高",1
"尼小",1
"尼未",1
"尾和",1
"尾就",1
"尾然",1
"尾聲",1
"尿尿",1
"尿很",1
"尿病",1
"尿運",1
"尿養",1
"局不",1
"局外",1
"屁一",1
"屁孩",1
"屁竭",1
"居也",1
"居倒",1
"居另",1
"居可",1
"居啊",1
"居在",1
"居婚",1
"居然",1
"居的",1
"居老",1
"屆3",1
"屈一",1
"屈就",1
"屈服",1
"屈求",1
"屋了",1
"屋整",1
"屋老",1
"屎一",1
"屎啦",1
"屎在",1
"屎愛",1
"屎把",1
"屏東",1
"展只",1
"展期",1
"展過",1
"展遲",1
"層一",1
"層你",1
"層為",1
"屬歡",1
"山下",1
"山了",1
"山喔",1
"山滿",1
"山裝",1
"岳母",1
"峰時",1
"島受",1
"島叫",1
"島鬼",1
"崇回",1
"崛起",1
"巔峰",1
"川普",1
"工具",1
"工半",1
"工多",1
"工廠",1
"工時",1
"工減",1
"工的",1
"工看",1
"工自",1
"工試",1
"左腳",1
"左這",1
"差5",1
"差上",1
"差了",1
"差你",1
"差信",1
"差啊",1
"差帶",1
"差想",1
"差我",1
"差時",1
"差更",1
"差每",1
"差爸",1
"差生",1
"差男",1
"差黑",1
"己以",1
"己估",1
"己你",1
"己像",1
"己先",1
"己內",1
"己最",1
"己出",1
"己到",1
"己剩",1
"己喜",1
"己單",1
"己在",1
"己基",1
"己大",1
"己太",1
"己存",1
"己將",1
"己年",1
"己幸",1
"己怎",1
"己思",1
"己意",1
"己成",1
"己房",1
"己搞",1
"己既",1
"己會",1
"己每",1
"己氣",1
"己沒",1
"己準",1
"己照",1
"己父",1
"己疲",1
"己痛",1
"己目",1
"己相",1
"己真",1
"己知",1
"己穿",1
"己老",1
"己與",1
"己苦",1
"己處",1
"己覺",1
"己說",1
"己講",1
"己連",1
"己運",1
"己選",1
"己開",1
"己願",1
"已之",1
"已今",1
"已你",1
"已動",1
"已喔",1
"已嗎",1
"已屆",1
"已我",1
"已所",1
"已是",1
"已有",1
"已本",1
"已毛",1
"已突",1
"已老",1
"已要",1
"已覺",1
"已說",1
"巴說",1
"巾咬",1
"市可",1
"市套",1
"市長",1
"布上",1
"布因",1
"布既",1
"布時",1
"布根",1
"布的",1
"布這",1
"布錢",1
"帝存",1
"帝覺",1
"帝遺",1
"帥不",1
"帥也",1
"帥但",1
"帥哥",1
"帥帥",1
"帥正",1
"帥而",1
"帥那",1
"師上",1
"師了",1
"師傅",1
"師兄",1
"師和",1
"師妹",1
"師的",1
"師經",1
"師與",1
"師記",1
"師認",1
"師說",1
"席中",1
"帳的",1
"帶2",1
"帶也",1
"帶了",1
"帶到",1
"帶動",1
"帶同",1
"帶子",1
"帶孩",1
"帶對",1
"帶屎",1
"帶或",1
"帶斷",1
"帶朋",1
"帶東",1
"帶球",1
"帶男",1
"帶的",1
"帶給",1
"帶邊",1
"常不",1
"常久",1
"常享",1
"常人",1
"常仇",1
"常低",1
"常假",1
"常哭",1
"常固",1
"常堪",1
"常婆",1
"常家",1
"常富",1
"常差",1
"常後",1
"常怕",1
"常想",1
"常愛",1
"常慶",1
"常懂",1
"常把",1
"常拿",1
"常搶",1
"常整",1
"常是",1
"常極",1
"常樂",1
"常沒",1
"常注",1
"常消",1
"常痛",1
"常約",1
"常緊",1
"常羨",1
"常自",1
"常見",1
"常規",1
"常識",1
"常這",1
"常那",1
"常重",1
"常陪",1
"常鬼",1
"幅度",1
"幣儼",1
"幣就",1
"幫了",1
"幫動",1
"幫家",1
"幫手",1
"幫社",1
"幫養",1
"平再",1
"平凡",1
"平啊",1
"平時",1
"平板",1
"平等",1
"平衡",1
"平靜",1
"年1",1
"年3",1
"年下",1
"年世",1
"年中",1
"年之",1
"年也",1
"年以",1
"年但",1
"年保",1
"年再",1
"年到",1
"年剛",1
"年半",1
"年危",1
"年又",1
"年吧",1
"年在",1
"年壽",1
"年好",1
"年姊",1
"年寒",1
"年已",1
"年底",1
"年必",1
"年快",1
"年慶",1
"年改",1
"年晚",1
"年根",1
"年每",1
"年沒",1
"年然",1
"年父",1
"年爺",1
"年特",1
"年登",1
"年看",1
"年積",1
"年等",1
"年自",1
"年花",1
"年評",1
"年負",1
"年買",1
"年越",1
"年近",1
"年這",1
"年除",1
